Equity
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9999.999999999998
9998.177795410154
9998.177795410154
10003.287811279295
10003.287811279295
10008.41760253906
10008.41760253906
10010.536804199217
10010.536804199217
10009.586120605467
10009.586120605467
10017.975128173826
10017.975128173826
10014.801971435545
10014.801971435545
10020.037628173826
10020.037628173826
10021.167999267576
10021.167999267576
10024.53952026367
10024.53952026367
10024.499877929686
10024.499877929686
10027.990264892576
10027.990264892576
10026.38391113281
10026.38391113281
10027.712677001951
10027.712677001951
10025.055114746092
10025.055114746092
10024.698120117186
10024.698120117186
10035.586120605467
10035.586120605467
10017.201873779295
10017.201873779295
10027.554565429686
10027.554565429686
10050.57971191406
10050.57971191406
10021.86242675781
10021.86242675781
10085.16662597656
10085.16662597656
10067.714721679686
10067.714721679686
10098.65246582031
10098.65246582031
10124.354705810545
10124.354705810545
10079.197052001951
10079.197052001951
10103.471710205076
10103.471710205076
10155.034942626951
10155.034942626951
10157.712585449217
10157.712585449217
10148.074005126951
10148.074005126951
10118.087921142576
10118.087921142576
10136.82922363281
10136.82922363281
10103.352416992186
10103.352416992186
10100.97277832031
10100.97277832031
10083.83801269531
10083.83801269531
10075.11193847656
10075.11193847656
10076.698120117186
10076.698120117186
10083.52062988281
10083.52062988281
10066.86193847656
10066.86193847656
9957.54699707031
9957.54699707031
9913.44006347656
9913.44006347656
9832.228057861326
9832.228057861326
9806.893432617186
9806.893432617186
9958.905990600584
9958.905990600584
9944.328887939451
9944.328887939451
9980.771377563475
9980.771377563475
9959.946334838865
9959.946334838865
9971.400268554686
9971.400268554686
9891.92234802246
9891.92234802246
9858.951766967772
9858.951766967772
10065.453689575193
10065.453689575193
10167.142532348631
10167.142532348631
10252.628250122068
10252.628250122068
10299.95715332031
10299.95715332031
10275.009704589842
10275.009704589842
10262.901260375975
10262.901260375975
10231.665756225584
10231.665756225584
10219.35008239746
10219.35008239746
10098.602691650389
10098.602691650389
9979.490295410154
9979.490295410154
10055.11145019531
10055.11145019531
10024.064620971678
10024.064620971678
10080.317871093748
10080.317871093748
10130.115783691404
10130.115783691404
10133.497894287108
10133.497894287108
10099.990875244139
10099.990875244139
10123.69071960449
10123.69071960449
10096.684616088865
10096.684616088865
10063.165084838865
10063.165084838865
10031.354171752928
10031.354171752928
10020.98857116699
10020.98857116699
9965.586166381834
9965.586166381834
9938.778976440428
9938.778976440428
9965.94432067871
9965.94432067871
10039.217636108397
10039.217636108397
9973.09257507324
9973.09257507324
9924.481369018553
9924.481369018553
9977.024032592772
9977.024032592772
9933.774154663084
9933.774154663084
9909.827804565428
9909.827804565428
9870.86698913574
9870.86698913574
9707.876571655272
9707.876571655272
9529.87498474121
9529.87498474121
9494.131515502928
9494.131515502928
9489.843002319334
9489.843002319334
9551.67900085449
9551.67900085449
9623.880050659178
9623.880050659178
9641.03739929199
9641.03739929199
9565.976608276365
9565.976608276365
9632.815780639647
9632.815780639647
9619.23338317871
9619.23338317871
9658.552352905272
9658.552352905272
9747.592239379881
9747.592239379881
9845.309921264647
9845.309921264647
9569.887619018553
9569.887619018553
9604.221908569334
9604.221908569334
9550.268936157225
9550.268936157225
9507.258010864256
9507.258010864256
9643.082382202147
9643.082382202147
9574.038650512693
9574.038650512693
9519.331893920897
9519.331893920897
9474.433609008787
9474.433609008787
9504.994338989256
9504.994338989256
9473.678665161131
9473.678665161131
9502.353195190428
9502.353195190428
9459.719161987303
9459.719161987303
9505.748703002928
9505.748703002928
9434.44071960449
9434.44071960449
9708.353713989256
9708.353713989256
9765.324142456053
9765.324142456053
9619.690139770506
9619.690139770506
9494.806655883787
9494.806655883787
9442.741043090818
9442.741043090818
9406.520553588865
9406.520553588865
9329.553970336912
9329.553970336912
9359.577957153318
9359.577957153318
9397.466506958006
9397.466506958006
9473.241409301756
9473.241409301756
9504.338760375975
9504.338760375975
9482.078353881834
9482.078353881834
9640.54002380371
