time,symbol,action,price,units
2025-10-13 21:08:22.041764,AAPL,BUY,212.68861389160156,46.97007431291777
2025-10-13 21:08:22.060203,AAPL,SELL,199.72332763671875,46.97007431291777
2025-10-13 21:08:22.089208,AAPL,BUY,212.1991729736328,44.12018554012238
2025-10-13 21:08:22.117459,AAPL,SELL,213.0082550048828,44.12018554012238
2025-10-13 21:08:22.118458,AAPL,BUY,229.0900115966797,40.94101326165376
2025-10-13 21:08:22.152754,AAPL,SELL,210.6942901611328,40.94101326165376
